war,mission_id,mission_date,country,aircraft_type,planes,bombload,target_location,target_country,latitude,longitude,weapon_type
WWI,764,11/5/1918,USA,LIBERTY DH 4,6,220.0,RAUCOURT,FRANCE,48.92585,6.218635,155 MM PENETRATION
WWI,765,11/5/1918,USA,LIBERTY DH 4,6,2.071666667,RAUCOURT,FRANCE,48.92585,6.218635,ROUNDS
WWI,766,11/5/1918,USA,LIBERTY DH 4,8,220.0,MOUZON,FRANCE,48.354415,5.685626,155 MM DEMOLITION
WWI,767,11/5/1918,USA,LIBERTY DH 4,8,10.87625,MOUZON,FRANCE,48.354415,5.685626,ROUNDS
WWI,768,11/5/1918,UK,AIRCO DH9A DAY BOMBER,11,216.5454545,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,769,11/5/1918,UK,HADLEY PAGE O/400,1,1194.0,MORHANGE,FRANCE,48.924444,6.6363888,
WWI,771,11/5/1918,UK,HADLEY PAGE O/400,2,1470.0,"DIEUZE, FRESCATY",FRANCE,48.810313,6.71757,
WWI,772,11/5/1918,UK,HADLEY PAGE O/400,1,1538.0,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,773,11/5/1918,UK,HADLEY PAGE O/400,1,1446.0,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,776,11/6/1918,UK,AIRCO DH4 DAY BOMBER,6,228.0,"SAARBRUCKEN, HATTIGNY",GERMANY,49.233333,7.0,
WWI,777,11/6/1918,UK,AIRCO DH9A DAY BOMBER,10,230.2,BUHL,FRANCE,48.915636,8.007115,
WWI,778,11/6/1918,UK,AIRCO DH9 DAY BOMBER,11,227.8181818,BUHL,FRANCE,48.915636,8.007115,
WWI,781,11/9/1918,UK,AIRCO DH4 DAY BOMBER,1,304.0,BENSDORF,FRANCE,48.905388,6.759462,
WWI,783,11/9/1918,UK,AIRCO DH9 DAY BOMBER,2,200.0,"LORQUIN, RACHICOURT",GERMANY,48.668822,6.994674,
WWI,784,11/10/1918,UK,AIRCO DH4 DAY BOMBER,11,226.7272727,EHRANG,GERMANY,49.815713,6.695214,
WWI,785,11/10/1918,UK,AIRCO DH9A DAY BOMBER,7,227.4285714,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,786,11/10/1918,UK,AIRCO DH9 DAY BOMBER,9,220.6666667,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,787,11/10/1918,UK,AIRCO DH9A DAY BOMBER,11,217.6363636,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,788,11/10/1918,UK,HADLEY PAGE O/400,1,1668.0,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,790,11/10/1918,UK,HADLEY PAGE O/400,1,1668.0,MORHANQE,FRANCE,48.924444,6.6363888,
WWI,791,11/10/1918,UK,HADLEY PAGE O/400,2,1507.0,MORHANGE S FRESCATY,FRANCE,48.924444,6.6363888,
WWI,792,11/10/1918,UK,HADLEY PAGE O/400,2,1568.0,"METZ-SABLON, FRESCATY",FRANCE,49.115461,6.175875,
WWI,817,5/26/1915,ITALY,AIRSHIP,1,2200.0,TRIESTE AND NABRESINA,ITALY,45.637275,13.760402,
WWI,818,8/20/1915,ITALY,CAPRONI CA.32,2,780.0,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,45.950645,13.701074,
WWI,819,8/22/1915,ITALY,CAPRONI CA.32,7,780.0,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,45.950645,13.701074,
WWI,821,9/10/1915,ITALY,CAPRONI CA.32,1,780.0,"KLAUS, E OF SANTA LUCIA",ITALY,46.1469444,13.7388889,
WWI,823,6/9/1915,ITALY,AIRSHIP,1,2200.0,ISONZO,SLOVENIA,45.9944,13.6414,
WWI,824,6/16/1915,ITALY,AIRSHIP,1,2200.0,MOUNT SANTO (MONTESANTO),ITALY,44.72999,11.72452,
WWI,831,7/4/1915,ITALY,AIRSHIP,1,2200.0,PRWACINA-DORNBERG,SLOVENIA,45.887506,13.720051,
WWI,836,7/16/1915,ITALY,AIRSHIP,1,2200.0,GORIZIA,ITALY,45.9166667,13.5,
WWI,838,8/5/1915,ITALY,AIRSHIP,1,2200.0,OPCINA,ITALY,45.0475,18.304444,
WWI,853,2/18/1916,ITALY,CAPRONI CA.32,7,780.0,LAIBACH/LUBIANA,SLOVENIA,46.05,14.5777778,
WWI,854,9/17/1915,ITALY,AIRSHIP,1,2200.0,AISOVIZZA,ITALY,45.950645,13.701074,
WWI,855,4/3/1916,ITALY,CAPRONI CA.32,6,780.0,ADELSBERG,GERMANY,45.7769444,14.2166667,BOMBS
WWI,857,4/4/1916,ITALY,CAPRONI CA.32,1,780.0,GORIZIA (GRAFENBERG),ITALY,45.9166667,13.5,HEAVY BOMB
WWI,859,4/2/1916,ITALY,AIRSHIP,1,2200.0,OPCINA,ITALY,45.0475,18.304444,
WWI,862,4/19/1917,ITALY,AIRSHIP,1,2200.0,OPCINA,ITALY,45.0475,18.304444,
WWI,863,4/25/1917,ITALY,AIRSHIP,1,1320.0,OPCINA,ITALY,45.0475,18.304444,
WWI,874,6/15/1916,ITALY,CAPRONI CA.32,6,780.0,MATARELLO (LAGARINA VALLEY),ITALY,46.45,10.8333333,
WWI,875,6/21/1916,ITALY,CAPRONI CA.32/ FARMANN,34,780.0,VAL SUGANA (15M E OF TRENTE),ITALY,46.0524,11.4555,
WWI,876,9/21/1917,ITALY,AIRSHIP,1,2200.0,CHIAPOVANO,SLOVENIA,46.0494444,13.7969444,
WWI,886,7/15/1916,ITALY,CAPRONI CA.32,15,780.0,FOLGARIA (NE OF ROVERTO),ITALY,45.91537048,11.15886727,
WWI,889,9/23/1917,ITALY,AIRSHIP,1,2200.0,CHIAPOVANO,SLOVENIA,46.0494444,13.7969444,
WWI,890,8/11/1916,ITALY,CAPRONI CA.32,18,333.3333333,PRVACINA & DORNBERG,SLOVENIA,45.89,13.7180556,
WWI,892,8/15/1916,ITALY,CAPRONI CA.32,14,385.7142857,PRVACINA & DORNBERG,SLOVENIA,45.89,13.7180556,60 LB BOMBS
WWI,893,10/23/1917,ITALY,AIRSHIP,1,2200.0,PARENZO,ITALY,45.226908,13.596461,
WWI,894,9/13/1916,ITALY,CAPRONI CA.32,22,469.0909091,TRIESTE,ITALY,45.637275,13.760402,60 LB BOMBS
WWI,896,9/18/1916,ITALY,CAPRONI CA.32,2,780.0,MATARELLO (LAGARINA VALLEY),ITALY,46.45,10.8333333,
WWI,897,11/3/1917,ITALY,AIRSHIP,1,2200.0,CODROIPO AND UDINE,ITALY,45.963867,12.970174,
WWI,898,11/6/1917,ITALY,AIRSHIP,1,2200.0,MADRISIO,ITALY,46.125136,13.026653,
WWI,901,11/2/1916,ITALY,CAPRONI CA.32,16,251.25,FRIGIDO VALLEY (VIPACCO),ITALY,45.846667,13.963056,60 LB BOMBS
WWI,908,1/5/1917,ITALY,CAPRONI CA.32,1,780.0,NABRESINA AND REGION OF MOUNT QUERCETO (HERMADA),ITALY,45.74706839,13.67495623,
WWI,910,1/12/1917,ITALY,CAPRONI CA.32,2,780.0,"PROSECCO (ON RR, 5 MI N OF TRIESTE) AND SEAPLANE BASE IN HARBOR OF TRIESTE",ITALY,45.717,13.767,
WWI,911,11/9/1917,ITALY,AIRSHIP,1,2200.0,MOTTA DI LIVENZA,ITALY,45.7667,12.6,
WWI,912,11/9/1917,ITALY,AIRSHIP,1,2200.0,MOTTA DI LIVENZA AND SANTA DONA DI PIAVE,ITALY,45.7667,12.6,
WWI,913,11/15/1917,ITALY,AIRSHIP,1,2200.0,LIVENZA-TEZZE,ITALY,45.704334,12.702626,
WWI,914,11/18/1917,ITALY,AIRSHIP,1,2200.0,GRISOLERA-TEZZE,ITALY,45.5805556,12.6755556,
WWI,917,11/19/1917,ITALY,AIRSHIP,1,2200.0,GRISOLERA-TEZZE,ITALY,45.5805556,12.6755556,
WWI,920,7/22/1917,ITALY,AIRSHIP,1,2200.0,M. HERMADA,ITALY,45.8,13.6167,
WWI,922,12/7/1917,ITALY,AIRSHIP,1,2200.0,MOTTA DI LIVENZA,ITALY,45.7667,12.6,
WWI,926,12/8/1917,ITALY,AIRSHIP,1,2200.0,SANTA MARIA DI QUERO,ITALY,45.952784,11.926823,
WWI,927,12/14/1917,ITALY,AIRSHIP,1,2200.0,PORTOGRUARO,ITALY,45.7753,12.8386,
WWI,931,9/21/1917,ITALY,AIRSHIP,1,2200.0,GRAHOVO,SLOVENIA,46.1538889,13.8619444,
WWI,936,9/23/1917,ITALY,AIRSHIP,1,2200.0,PODMELEC AND GRAHOVO,SLOVENIA,46.167,13.817,
WWI,937,5/12/1917,ITALY,CAPRONI CA.32,1,780.0,POLA,ITALY,44.870302,13.845555,
WWI,943,1/1/1918,ITALY,AIRSHIP,1,2200.0,SAN STINO DI LIVENZA,ITALY,45.721851,12.684331,
WWI,944,2/25/1917,ITALY,AIRSHIP,1,2200.0,PROSECCO,ITALY,45.717,13.767,
WWI,959,11/9/1917,ITALY,AIRSHIP,1,2200.0,LIVENZA AND TAGLIAMENTO,ITALY,45.777317,12.866202,
WWI,966,6/17/1917,ITALY,AIRSHIP,1,2200.0,TOLMINO,SLOVENIA,46.183017,13.732753,
WWI,967,7/22/1917,ITALY,AIRSHIP,1,2200.0,OPCINA,ITALY,45.0475,18.304444,
WWI,968,11/9/1917,ITALY,AIRSHIP,1,2200.0,LATISANA AND VICINITY,ITALY,45.769997,12.996653,
WWI,972,7/8/1917,ITALY,CAPRONI CA.32,12,416.6666667,IDRIA (25 MI WNW OF GORIZIA),ITALY,46.0027778,14.0305556,
WWI,977,7/25/1917,ITALY,AIRSHIP,1,2200.0,SANTA LUCIA DI TOLMINO,ITALY,46.1469444,13.7388889,
WWI,981,8/18/1917,ITALY,AIRSHIP,1,2200.0,MODREYA SNICA AND SANTA LUCIA,ITALY,46.1469,13.7389,
WWI,982,11/19/1917,ITALY,AIRSHIP,1,2200.0,NEAR MOTTA AND LORENZAGA,ITALY,45.7667,12.6,
WWI,983,8/22/1917,ITALY,AIRSHIP,1,2200.0,MODREYA SNICA AND SANTA LUCIA,ITALY,46.1469,13.7389,
WWI,986,11/19/1917,ITALY,AIRSHIP,1,2200.0,MOTTA AND TEZZE,ITALY,45.704334,12.702626,
WWI,988,8/2/1917,ITALY,CAPRONI CA.32,30,780.0,POLA,ITALY,44.870302,13.845555,
WWI,989,8/3/1917,ITALY,CAPRONI CA.32,30,780.0,POLA,ITALY,44.870302,13.845555,
WWI,992,8/8/1917,ITALY,CAPRONI CA.32,36,361.1111111,POLA,ITALY,44.870302,13.845555,260MM/162MM
WWI,993,8/9/1917,ITALY,CAPRONI CA.32,30,780.0,CHIAPOVANO VALLEY (NE OF GORIZIA),SLOVENIA,46.040545,13.788362,
WWI,1004,8/20/1917,ITALY,CAPRONI CA.32,208,780.0,JULIAN ALPS FRONT,SLOVENIA,46.3333,13.75,
WWI,1005,8/21/1917,ITALY,CAPRONI CA.32,53,188.6792453,"SELO AND COMEN, E SLOPES OF MT HERMADA",SLOVENIA,45.81663,13.74531,
WWI,1008,8/19/1917,ITALY,AIRSHIP,1,2200.0,MODREYA SENICA AND SANTA LUCIA DI TOLMINO,SLOVENIA,46.1469,13.7389,
WWI,1009,8/22/1917,ITALY,AIRSHIP,1,2200.0,MODREYA SENICA AND SANTA LUCIA DI TOLMINO,SLOVENIA,46.1469,13.7389,
WWI,1011,9/22/1917,ITALY,AIRSHIP,1,2200.0,CHIAPOVANO,SLOVENIA,46.0494444,13.7969444,
WWI,1014,8/29/1917,ITALY,CAPRONI CA.32,40,385.0,PANOVIZZA WOOD [CHIAPOVANO VALLEY (NE OF GORIZIA)],SLOVENIA,45.990915,13.783184,
WWI,1020,9/3/1917,ITALY,CAPRONI CA.32,30,780.0,POLA,ITALY,44.871031,13.838065,
WWI,1026,12/8/1917,ITALY,AIRSHIP,1,2200.0,NEAR MOTTA DI LIVENZA,ITALY,45.7667,12.6,
WWI,1029,9/24/1917,ITALY,AIRSHIP,1,2200.0,CHIAPOVANO,SLOVENIA,46.0494444,13.7969444,
WWI,1030,11/6/1917,ITALY,AIRSHIP,1,2200.0,PINZANO AND DIGANO,ITALY,46.184736,12.956937,
WWI,1031,11/9/1917,ITALY,AIRSHIP,1,2200.0,SUSEGANA,ITALY,45.851295,12.249334,
WWI,1033,12/7/1917,ITALY,AIRSHIP,1,2200.0,QUERO,ITALY,45.922289,11.930373,
WWI,1034,12/8/1917,ITALY,AIRSHIP,1,2200.0,PORTOGRUARO,ITALY,45.7753,12.8386,
WWI,1036,12/8/1917,ITALY,AIRSHIP,1,2200.0,QUERO,ITALY,45.922289,11.930373,
WWI,1038,12/14/1917,ITALY,AIRSHIP,1,2200.0,LIVENZA AND SACILE,ITALY,45.948988,12.502353,
WWI,1050,12/20/1917,ITALY,AIRSHIP,1,2200.0,VALDOBBIADENE (SAN PIETRO DI BARBOZZA),ITALY,45.9,11.9167,
WWI,1053,2/3/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1055,2/6/1918,ITALY,AIRSHIP,1,2200.0,GODEGA,ITALY,45.9314,12.3973,
WWI,1056,3/10/1918,ITALY,AIRSHIP,1,2200.0,GODEGA,ITALY,45.9314,12.3973,
WWI,1060,3/12/1918,ITALY,AIRSHIP,1,2200.0,SAN GIOVANNI DI VEGLIA,ITALY,45.950559,12.318327,
WWI,1061,3/18/1918,ITALY,AIRSHIP,1,2200.0,MATTARELLO (TRENTO),ITALY,46.45,10.8333333,
WWI,1062,5/3/1918,ITALY,AIRSHIP,1,2200.0,CAMPO MAGGIORE,ITALY,40.55,16.1,
WWI,1063,5/4/1918,ITALY,AIRSHIP,1,2200.0,BOLZANO,ITALY,46.5,11.35,
WWI,1064,5/10/1918,ITALY,AIRSHIP,1,2200.0,MATTARELLO (TRENTO),ITALY,46.45,10.8333333,
WWI,1069,6/6/1918,ITALY,AIRSHIP,1,2200.0,MEZZOLOMOBARDO (TRENTO),ITALY,46.2166667,11.0833333,
WWI,1072,6/7/1918,ITALY,AIRSHIP,1,2200.0,SUSA (N OF CALDONAZZO),ITALY,46.048893,11.234145,
WWI,1073,6/8/1918,ITALY,AIRSHIP,1,2200.0,MATTARELLO,ITALY,46.45,10.8333333,
WWI,1075,6/14/1918,ITALY,AIRSHIP,1,2200.0,MATTARELLO,ITALY,46.45,10.8333333,
WWI,1076,7/1/1918,ITALY,AIRSHIP,1,2200.0,CALLIANO (VAL LAGARINA),ITALY,45.9333,11.0833,
WWI,1077,7/2/1918,ITALY,AIRSHIP,1,2200.0,TRENTO (S. STATION),ITALY,46.107555,11.097476,
WWI,1086,7/7/1918,ITALY,AIRSHIP,1,2200.0,VAL GIUDICARIA AND VAL SARCA,ITALY,46.03,10.73,
WWI,1087,7/12/1918,ITALY,AIRSHIP,1,2200.0,TRENTINO,ITALY,46.148533,10.766728,
WWI,1089,12/8/1917,ITALY,CAPRONI CA.32,150,780.0,BETWEEN ASIAGO AND HEAD OF FRENZELA VALLEY,ITALY,45.8,11.6071,
WWI,1090,2/3/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1091,7/14/1918,ITALY,AIRSHIP,1,2200.0,TRENTINO,ITALY,46.104615,10.739904,
WWI,1092,7/15/1918,ITALY,AIRSHIP,1,2200.0,MEZZOCORONA,ITALY,46.20722,11.128432,
WWI,1093,7/16/1918,ITALY,AIRSHIP,1,2200.0,VAL CHIESE AND GAVARDINO,ITALY,45.6626,10.4193,
WWI,1094,8/1/1918,ITALY,AIRSHIP,1,2200.0,VAL DI SOLE -  VAZZANO TO MALE,ITALY,46.317,10.8,
WWI,1096,8/4/1918,ITALY,AIRSHIP,1,2200.0,VAL GIUDICARIA BETWEEN TIONE AND STENICO,ITALY,46.03,10.73,
WWI,1097,8/5/1918,ITALY,AIRSHIP,1,2200.0,MEZZOCORONA AND MEZOLOMBARDO,ITALY,46.20722,11.128432,
WWI,1099,8/7/1918,ITALY,AIRSHIP,1,2200.0,CALDERO AND BOLZANO,ITALY,46.494661,11.345534,
WWI,1103,2/3/1918,ITALY,AIRSHIP,1,2200.0,S. STINO DI LIVENZA,ITALY,45.721851,12.684331,
WWI,1106,2/4/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1107,8/8/1918,ITALY,AIRSHIP,1,2200.0,TRENTO,ITALY,46.107555,11.097476,
WWI,1108,2/4/1918,ITALY,AIRSHIP,1,2200.0,CASARSA,ITALY,45.95,12.85,
WWI,1111,2/5/1918,ITALY,AIRSHIP,1,2200.0,S. STINO DI LIVENZA,ITALY,45.721851,12.684331,
WWI,1112,2/6/1918,ITALY,AIRSHIP,1,2200.0,NEAR MOTTA DI LIVENZA,ITALY,45.7667,12.6,
WWI,1123,8/12/1918,ITALY,AIRSHIP,1,2200.0,TRENTINO TO VEZZANO,ITALY,46.057773,10.886848,
WWI,1124,8/14/1918,ITALY,AIRSHIP,1,2200.0,BOLZANO AND CALDERO,ITALY,46.5,11.35,
WWI,1125,8/16/1918,ITALY,AIRSHIP,1,2200.0,TRENTINO NEAR TIONE,ITALY,46.035668,10.737394,
WWI,1127,8/31/1918,ITALY,AIRSHIP,1,2200.0,STENICO AND VEZZANO,ITALY,46.052676,10.853632,
WWI,1128,9/14/1918,ITALY,AIRSHIP,1,2200.0,EGNA AND MALE,ITALY,46.318696,11.25378,
WWI,1131,9/15/1918,ITALY,AIRSHIP,1,2200.0,CALLIANO (VAL LAGARINA),ITALY,45.9333,11.0833,
WWI,1132,9/29/1918,ITALY,AIRSHIP,1,2200.0,TIONE-CALLIANO,ITALY,46.0333333,10.7166667,
WWI,1133,10/4/1918,ITALY,AIRSHIP,1,2200.0,STENICO-VEZZANO-LAVIS,ITALY,46.052676,10.853632,
WWI,1136,3/10/1918,ITALY,AIRSHIP,1,2200.0,PORTOBUFFOLE,ITALY,45.859,12.535,
WWI,1137,3/10/1918,ITALY,AIRSHIP,1,2200.0,MOTTA DI LIVENZA,ITALY,45.7667,12.6,
WWI,1139,3/10/1918,ITALY,AIRSHIP,1,2200.0,S. FIOR DI SOPRA,ITALY,45.927709,12.371802,
WWI,1144,3/11/1918,ITALY,AIRSHIP,1,2200.0,MANSUE,ITALY,45.8247222,12.5341667,
WWI,1145,3/11/1918,ITALY,AIRSHIP,1,2200.0,COMINA,ITALY,45.989,12.644,
WWI,1146,3/16/1918,ITALY,AIRSHIP,1,2200.0,GODEGA,ITALY,45.9314,12.3973,
WWI,1147,10/6/1918,ITALY,AIRSHIP,1,2200.0,PINZOLO-TIOPNE,ITALY,46.1667,10.75,
WWI,1148,10/7/1918,ITALY,AIRSHIP,1,2200.0,EGNA,ITALY,46.318696,11.25378,
WWI,1149,10/25/1918,ITALY,AIRSHIP,1,2200.0,CALDONAZZO AND PERGINE,ITALY,45.997478,11.264535,
WWI,1150,10/26/1918,ITALY,AIRSHIP,1,2200.0,LEVICO,ITALY,46.005704,11.306393,
WWI,1151,10/28/1918,ITALY,AIRSHIP,1,2200.0,CISON SERAVALLE (VAL MAERENO),ITALY,46.012426,12.274454,
WWI,1152,10/30/1918,ITALY,AIRSHIP,1,2200.0,VAL DASTICO,ITALY,45.85,11.367,
WWI,1154,10/31/1918,ITALY,AIRSHIP,1,2200.0,STRIGGO AND BORGO,ITALY,46.050678,11.507668,
WWI,1155,11/1/1918,ITALY,AIRSHIP,1,2200.0,GRIONO (GRIGNO),ITALY,46.016667,11.633333,
WWI,1156,11/1/1918,ITALY,AIRSHIP,1,2200.0,LEVICO,ITALY,46.005704,11.306393,
WWI,1157,11/2/1918,ITALY,AIRSHIP,1,2200.0,MATTARELLO,ITALY,46.45,10.8333333,
WWI,1163,5/4/1918,ITALY,AIRSHIP,1,2200.0,PRIMOLANO,ITALY,45.8309,11.7022,
WWI,1175,6/6/1918,ITALY,AIRSHIP,1,2200.0,GODEGA,ITALY,45.9314,12.3973,
WWI,1176,6/6/1918,ITALY,AIRSHIP,1,2200.0,QUERO,ITALY,45.922289,11.930373,
WWI,1178,6/8/1918,ITALY,AIRSHIP,1,2200.0,COMINA,ITALY,45.989,12.644,
WWI,1179,6/8/1918,ITALY,AIRSHIP,1,2200.0,N OF FOSSALTA,ITALY,45.65,12.5167,
WWI,1182,6/13/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1183,6/14/1918,ITALY,AIRSHIP,1,2200.0,FELTRE,ITALY,46.0166667,11.9,
WWI,1190,7/1/1918,ITALY,AIRSHIP,1,2200.0,CEGGIA IN THE VICINITY OF S. STINO DI LIVENZA,ITALY,45.689855,12.639022,
WWI,1191,7/1/1918,ITALY,AIRSHIP,1,2200.0,NEAR GRISOLERA,ITALY,45.5805556,12.6755556,
WWI,1195,6/22/1918,USA,CAPRONI CA.32,4,780.0,CONEGLIANO - VENETO,ITALY,45.92199,12.319103,
WWI,1196,6/22/1918,USA,CAPRONI CA.32,7,780.0,FALZE DI PIAVE,ITALY,45.8605556,12.1666667,
WWI,1198,7/8/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO - SACILE - PORDENONE,ITALY,45.913416,12.388265,
WWI,1199,6/22/1918,USA,CAPRONI CA.32,7,780.0,SPRESIANO - CONEGLIANO,ITALY,45.834263,12.266963,
WWI,1201,6/24/1918,USA,CAPRONI CA.32,3,780.0,GRISOLERA TO SETTE CASONI,ITALY,45.5805556,12.6755556,
WWI,1203,6/24/1918,USA,CAPRONI CA.32,3,780.0,VITTORIO,ITALY,45.9798,12.3033,
WWI,1204,6/24/1918,USA,CAPRONI CA.32,3,780.0,VITTORIO VENETO,ITALY,45.9798,12.3033,
WWI,1206,6/25/1918,USA,CAPRONI CA.32,2,780.0,CREAGO (?) (CREAZZO),ITALY,41.87194,12.56738,
WWI,1207,6/25/1918,USA,CAPRONI CA.32,2,780.0,VISNADELLO,ITALY,45.758,12.252,
WWI,1208,7/12/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1209,6/28/1918,USA,CAPRONI CA.32,3,780.0,PORTOGRUARO,ITALY,45.7753,12.8386,
WWI,1210,7/13/1918,ITALY,AIRSHIP,1,2200.0,S. STINO DI LIVENZA,ITALY,45.721851,12.684331,
WWI,1211,7/15/1918,ITALY,AIRSHIP,1,2200.0,GODEGA,ITALY,45.9314,12.3973,
WWI,1212,7/15/1918,ITALY,AIRSHIP,1,2200.0,CONEGLIANO,ITALY,45.8833,12.3,
WWI,1213,7/16/1918,ITALY,AIRSHIP,1,2200.0,PORTOGRUARO,ITALY,45.7753,12.8386,
